build_time,avg_bf_time,avg_bf_memory,avg_kd_time,avg_kd_memory,avg_kd_accuracy,avg_bbf_time,avg_bbf_memory,avg_bbf_accuracy,file_id,dimensions,num_points
0.22010278701782227,233376.6269683838,823.3,5944.206714630127,0.0,1.0,9632.751941680908,655.36,0.8167804,1,8,100000
0.22871088981628418,254712.97979354858,819.2,5684.785842895508,0.0,1.0,10608.336925506592,983.04,0.8188846,2,8,100000
0.21758413314819336,253424.24154281616,1146.88,5923.910140991211,0.0,1.0,9987.413883209229,163.84,0.7938921,3,8,100000
0.23999691009521484,253974.99084472656,1146.88,7088.286876678467,327.68,1.0,10738.935470581055,655.36,0.8030571,4,8,100000
0.22429490089416504,253666.62502288818,983.04,7128.660678863525,0.0,1.0,9914.400577545166,1310.72,0.800867,5,8,100000
0.22293663024902344,253794.30055618286,983.04,6937.7899169921875,163.84,1.0,10720.272064208984,655.36,0.8007821,6,8,100000
0.22313499450683594,261534.17348861694,1146.88,5788.071155548096,0.0,1.0,10163.819789886475,655.36,0.8156811,7,8,100000
0.22289299964904785,259802.94466018677,1146.88,5744.450092315674,491.52,1.0,10113.978385925293,1474.56,0.7730159,8,8,100000
0.22402572631835938,260508.930683136,1146.88,7178.926467895508,0.0,1.0,9828.667640686035,983.04,0.7962916,9,8,100000
0.22547602653503418,275795.1617240906,1310.72,6398.482322692871,0.0,1.0,11012.7592086792,1638.4,0.80621827,10,8,100000
0.21983695030212402,292515.9955024719,-2785.28,8087.959289550781,-327.68,1.0,11557.629108428955,655.36,0.7957192,11,8,100000
0.24817705154418945,282231.4786911011,983.04,6996.715068817139,0.0,1.0,11694.176197052002,491.52,0.8254854,12,8,100000
0.24331378936767578,279155.8885574341,819.2,7137.389183044434,0.0,1.0,10963.377952575684,655.36,0.79072976,13,8,100000
0.21979427337646484,277096.3406562805,655.36,7812.2735023498535,327.68,1.0,10412.986278533936,163.84,0.7914214,14,8,100000
0.21956682205200195,275529.69694137573,819.2,6955.564022064209,163.84,1.0,11636.795997619629,655.36,0.836419,15,8,100000
0.22857189178466797,283313.53425979614,819.2,7094.63357925415,0.0,1.0,11826.982498168945,327.68,0.8028456,16,8,100000
0.22371602058410645,276928.6894798279,1146.88,7291.562557220459,327.68,1.0,11171.281337738037,819.2,0.7854607,17,8,100000
0.2276611328125,281786.4751815796,983.04,6780.056953430176,163.84,1.0,11264.617443084717,655.36,0.780271,18,8,100000
0.22362923622131348,279788.4225845337,655.36,6634.4499588012695,163.84,1.0,12159.70516204834,655.36,0.80088186,19,8,100000
0.2251138687133789,281167.53101348877,983.04,7072.0648765563965,0.0,1.0,11837.842464447021,491.52,0.808239,20,8,100000
