query_id,bf_time,bf_memory,kd_time,kd_memory,kd_accuracy,bbf_time,bbf_memory,bbf_accuracy,file_id,dimensions,num_points
62,276180.0289154053,0,12315.988540649414,0,1.0,7991.07551574707,0,0.72285134,17,8,100000
63,311374.9027252197,0,4935.979843139648,0,1.0,9323.835372924805,0,0.55927676,17,8,100000
64,298249.9599456787,0,2157.926559448242,0,1.0,17460.107803344727,0,1.0,17,8,100000
65,297980.07011413574,0,966.7873382568359,0,1.0,9716.987609863281,0,0.6611417,17,8,100000
66,276024.10316467285,0,2821.9223022460938,0,1.0,13847.112655639648,0,0.6311936,17,8,100000
67,272563.9343261719,0,5182.981491088867,0,1.0,9523.868560791016,0,0.85451466,17,8,100000
68,276106.1191558838,0,4354.238510131836,0,1.0,15517.950057983398,0,1.0,17,8,100000
69,300092.9355621338,0,18186.092376708984,0,1.0,13602.972030639648,0,0.94109327,17,8,100000
70,317382.8125,0,3145.933151245117,0,1.0,7268.9056396484375,0,0.514385,17,8,100000
71,294604.0630340576,0,6803.989410400391,0,1.0,11141.777038574219,0,0.83625966,17,8,100000
72,277782.9170227051,0,7289.886474609375,0,1.0,6097.078323364258,0,0.36267433,17,8,100000
73,276975.154876709,0,20491.12319946289,0,1.0,12083.053588867188,0,0.92047,17,8,100000
74,294257.87925720215,0,5335.092544555664,16384,1.0,12485.265731811523,0,1.0,17,8,100000
75,303318.0236816406,0,16313.07601928711,0,1.0,7251.977920532227,0,0.5974905,17,8,100000
76,301202.77404785156,0,4006.8626403808594,0,1.0,11428.8330078125,0,1.0,17,8,100000
77,294206.8576812744,0,9740.114212036133,0,1.0,10934.114456176758,0,0.58205396,17,8,100000
78,272163.86795043945,0,10384.798049926758,0,1.0,14757.871627807617,0,1.0,17,8,100000
79,270283.93745422363,0,7585.048675537109,0,1.0,9572.267532348633,0,0.6313665,17,8,100000
80,287335.1573944092,0,5542.993545532227,0,1.0,67487.95509338379,0,0.7639109,17,8,100000
81,292382.24029541016,0,16345.26252746582,0,1.0,12141.942977905273,0,0.6550143,17,8,100000
82,287926.91230773926,0,6373.167037963867,0,1.0,9487.152099609375,0,0.52392507,17,8,100000
83,265666.00799560547,0,7027.149200439453,0,1.0,13680.219650268555,0,0.92359835,17,8,100000
84,296683.07304382324,0,12444.97299194336,0,1.0,12729.883193969727,0,1.0,17,8,100000
85,303014.27841186523,0,2691.984176635742,0,1.0,13131.856918334961,0,1.0,17,8,100000
86,270263.671875,0,6744.146347045898,0,1.0,5189.8956298828125,0,0.41711327,17,8,100000
87,253800.1537322998,0,3978.0139923095703,0,1.0,9244.203567504883,0,0.77641624,17,8,100000
88,241213.79852294922,0,7472.991943359375,0,1.0,8958.33969116211,0,0.6899447,17,8,100000
89,229339.8380279541,0,6511.926651000977,0,1.0,6427.764892578125,0,0.6247132,17,8,100000
90,230250.59700012207,0,6689.0716552734375,0,1.0,7521.867752075195,0,0.9017035,17,8,100000
91,289229.154586792,0,12758.016586303711,0,1.0,11293.888092041016,0,0.97121644,17,8,100000
92,267369.98558044434,0,2322.1969604492188,0,1.0,13969.182968139648,0,0.78942996,17,8,100000
93,241202.11601257324,0,2542.257308959961,0,1.0,11429.786682128906,0,0.6888977,17,8,100000
94,234183.07304382324,0,1062.154769897461,0,1.0,10829.925537109375,0,0.5988535,17,8,100000
95,230485.9161376953,0,783.2050323486328,0,1.0,7997.989654541016,0,0.32598263,17,8,100000
96,229024.17182922363,0,13949.871063232422,0,1.0,6731.986999511719,0,0.9594062,17,8,100000
97,214004.9934387207,0,4428.14826965332,0,1.0,7463.932037353516,0,0.620215,17,8,100000
98,266314.9833679199,0,4183.053970336914,0,1.0,9742.021560668945,0,0.89190274,17,8,100000
99,246228.9333343506,0,3646.1353302001953,0,1.0,10380.983352661133,0,0.9951736,17,8,100000
0,232242.82264709473,16384,1492.0234680175781,0,1.0,5811.929702758789,0,0.67237633,18,8,100000
1,238956.68983459473,0,3854.990005493164,0,1.0,8887.052536010742,0,0.912339,18,8,100000
2,250619.88830566406,0,4278.898239135742,0,1.0,7307.0526123046875,0,0.5972978,18,8,100000
3,295448.06480407715,16384,3864.0499114990234,0,1.0,14808.893203735352,0,0.9607706,18,8,100000
4,258783.10203552246,0,1576.1852264404297,0,1.0,9383.916854858398,0,1.0,18,8,100000
5,260491.13273620605,0,6957.054138183594,0,1.0,15100.240707397461,0,1.0,18,8,100000
6,259179.11529541016,0,4165.172576904297,0,1.0,8419.036865234375,0,0.44306478,18,8,100000
7,245698.9288330078,16384,7599.830627441406,0,1.0,13199.806213378906,0,0.7438578,18,8,100000
8,269730.0910949707,0,3129.9591064453125,0,1.0,9855.985641479492,0,0.6184859,18,8,100000
9,284008.9797973633,0,7147.073745727539,0,1.0,8102.178573608398,16384,0.7279879,18,8,100000
10,267388.82064819336,0,5925.893783569336,0,1.0,9334.087371826172,0,1.0,18,8,100000
11,268049.0016937256,0,13277.053833007812,0,1.0,10783.910751342773,16384,0.85140693,18,8,100000
12,271482.2292327881,0,2130.270004272461,0,1.0,10195.016860961914,0,0.7647289,18,8,100000
13,303594.11239624023,0,2242.0883178710938,0,1.0,13668.060302734375,0,0.5372005,18,8,100000
14,257057.18994140625,16384,432.01446533203125,0,1.0,10978.937149047852,0,0.35795325,18,8,100000
15,275341.9876098633,0,4872.798919677734,0,1.0,6663.799285888672,0,1.0,18,8,100000
16,257216.9303894043,0,4781.007766723633,0,1.0,11132.001876831055,0,0.7229743,18,8,100000
17,258392.0955657959,0,3571.9871520996094,0,1.0,6583.929061889648,0,0.83234066,18,8,100000
18,250400.06637573242,0,21355.152130126953,0,1.0,5079.030990600586,0,0.36300093,18,8,100000
19,284092.90313720703,0,10835.886001586914,0,1.0,9719.8486328125,0,0.90866137,18,8,100000
20,291485.7864379883,0,6412.029266357422,0,1.0,8342.981338500977,0,0.7977005,18,8,100000
21,279559.850692749,16384,3095.1499938964844,0,1.0,10913.848876953125,0,0.4923065,18,8,100000
22,257361.17362976074,0,2611.875534057617,0,1.0,9859.085083007812,0,0.88442254,18,8,100000
23,259670.01914978027,0,2907.0377349853516,0,1.0,12646.913528442383,0,1.0,18,8,100000
24,264615.0588989258,0,1748.0850219726562,0,1.0,11868.000030517578,0,1.0,18,8,100000
25,292306.90002441406,0,3375.0534057617188,0,1.0,8649.826049804688,0,1.0,18,8,100000
26,299002.64739990234,0,24103.879928588867,0,1.0,8758.068084716797,0,0.8059124,18,8,100000
27,302259.9220275879,0,1466.0358428955078,0,1.0,17924.070358276367,0,1.0,18,8,100000
28,289322.3762512207,0,5183.219909667969,0,1.0,11072.158813476562,0,0.5286384,18,8,100000
29,297928.0948638916,0,7448.1964111328125,0,1.0,13093.948364257812,0,0.60963506,18,8,100000
30,305238.0084991455,0,5233.7646484375,0,1.0,9474.992752075195,0,1.0,18,8,100000
31,313202.8579711914,0,8301.973342895508,0,1.0,16434.192657470703,16384,1.0,18,8,100000
32,282862.90168762207,0,353.09791564941406,0,1.0,14523.029327392578,0,1.0,18,8,100000
33,282299.0417480469,0,12476.921081542969,0,1.0,9112.119674682617,0,0.5293768,18,8,100000
34,282373.90518188477,0,1648.9028930664062,0,1.0,8121.967315673828,0,0.7104069,18,8,100000
35,311081.8862915039,0,7364.988327026367,0,1.0,20097.017288208008,0,0.9765637,18,8,100000
36,315869.8081970215,0,12286.901473999023,0,1.0,13612.747192382812,0,0.5498037,18,8,100000
37,314454.0786743164,0,3866.910934448242,0,1.0,16293.048858642578,0,0.7230639,18,8,100000
38,292452.8121948242,0,5832.910537719727,0,1.0,13946.771621704102,0,1.0,18,8,100000
39,290183.06732177734,0,5828.142166137695,0,1.0,10684.25178527832,0,1.0,18,8,100000
40,310236.93084716797,0,570.2972412109375,0,1.0,10458.230972290039,0,0.46622708,18,8,100000
41,311978.1017303467,0,2602.100372314453,0,1.0,18892.04978942871,0,0.60238934,18,8,100000
42,301575.8991241455,0,18959.999084472656,0,1.0,10829.21028137207,0,0.8940364,18,8,100000
43,299838.7813568115,0,13139.963150024414,0,1.0,6697.177886962891,0,0.46531785,18,8,100000
44,278139.1143798828,0,4552.125930786133,0,1.0,9181.022644042969,0,0.45570672,18,8,100000
45,279115.2000427246,0,5788.087844848633,0,1.0,10786.056518554688,0,0.99489325,18,8,100000
46,288766.14570617676,0,7225.990295410156,0,1.0,10928.869247436523,0,1.0,18,8,100000
47,311193.94302368164,0,3813.028335571289,0,1.0,7735.013961791992,0,0.38925874,18,8,100000
48,303158.9984893799,0,3640.890121459961,0,1.0,15467.88215637207,0,1.0,18,8,100000
49,299829.00619506836,0,3810.1673126220703,16384,1.0,14186.14387512207,0,0.48498887,18,8,100000
50,277859.9262237549,0,13229.131698608398,0,1.0,13539.07585144043,0,1.0,18,8,100000
51,277561.1877441406,0,1680.8509826660156,0,1.0,10704.755783081055,0,1.0,18,8,100000
52,296011.20948791504,0,10685.920715332031,0,1.0,9087.324142456055,0,0.7393158,18,8,100000
53,303676.8436431885,0,4405.975341796875,0,1.0,9011.983871459961,0,0.97748625,18,8,100000
54,304235.21995544434,0,3719.0914154052734,0,1.0,8727.073669433594,0,1.0,18,8,100000
55,309040.78483581543,0,7181.1676025390625,0,1.0,11070.966720581055,0,0.55432296,18,8,100000
56,315655.2314758301,0,12315.988540649414,0,1.0,10058.879852294922,0,0.67778015,18,8,100000
57,304918.0507659912,0,9598.970413208008,0,1.0,14565.229415893555,0,1.0,18,8,100000
58,322817.0871734619,0,2684.1163635253906,0,1.0,9240.150451660156,0,0.5629075,18,8,100000
59,300477.9815673828,0,16219.139099121094,0,1.0,14935.016632080078,0,0.96765447,18,8,100000
60,287520.6470489502,0,8724.212646484375,0,1.0,10149.002075195312,0,0.60782856,18,8,100000
61,276516.1991119385,0,32023.906707763672,0,1.0,14978.170394897461,0,0.9865394,18,8,100000
62,273353.81507873535,0,3509.998321533203,0,1.0,14118.90983581543,0,1.0,18,8,100000
63,327479.12406921387,0,11309.86213684082,0,1.0,17821.073532104492,0,1.0,18,8,100000
64,316642.04597473145,0,24970.054626464844,0,1.0,14652.96745300293,0,0.42210004,18,8,100000
65,301095.00885009766,0,9125.947952270508,0,1.0,9270.906448364258,0,0.8451608,18,8,100000
66,283852.10037231445,0,1918.0774688720703,0,1.0,16486.88316345215,0,0.5487754,18,8,100000
67,279950.1419067383,0,5241.155624389648,0,1.0,7091.999053955078,0,1.0,18,8,100000
68,301665.0676727295,0,5626.916885375977,0,1.0,9768.962860107422,0,0.9103656,18,8,100000
69,298573.0171203613,0,753.1642913818359,0,1.0,12423.992156982422,0,0.359409,18,8,100000
70,295186.04278564453,0,7062.9119873046875,0,1.0,9748.93569946289,0,0.74366933,18,8,100000
71,295896.053314209,0,16754.150390625,0,1.0,8368.01528930664,0,0.43800798,18,8,100000
72,272758.96072387695,0,4117.9656982421875,0,1.0,14050.960540771484,0,1.0,18,8,100000
73,271068.811416626,0,8387.80403137207,0,1.0,15495.061874389648,0,0.77178717,18,8,100000
74,283785.8200073242,0,4899.024963378906,0,1.0,18355.846405029297,0,0.66196287,18,8,100000
75,291796.9226837158,0,6683.111190795898,0,1.0,13467.073440551758,0,1.0,18,8,100000
76,290117.9790496826,0,10185.003280639648,0,1.0,9032.964706420898,0,0.60679454,18,8,100000
77,299306.15425109863,0,2095.937728881836,0,1.0,17236.948013305664,16384,0.84398973,18,8,100000
78,273471.1170196533,0,1669.8837280273438,0,1.0,7901.906967163086,0,0.48272362,18,8,100000
79,270128.9653778076,0,5496.978759765625,0,1.0,12336.015701293945,0,0.63610846,18,8,100000
80,285611.1526489258,0,7045.03059387207,0,1.0,10152.101516723633,0,0.998623,18,8,100000
81,288393.0206298828,0,11952.877044677734,0,1.0,7725.954055786133,0,0.94402856,18,8,100000
82,291132.21168518066,0,1397.1328735351562,0,1.0,8675.813674926758,0,1.0,18,8,100000
83,271591.1865234375,0,10740.995407104492,0,1.0,7041.93115234375,0,0.52556705,18,8,100000
84,290952.205657959,0,10015.96450805664,0,1.0,5887.9852294921875,0,0.41060016,18,8,100000
85,296948.9097595215,0,4611.015319824219,0,1.0,11913.061141967773,0,1.0,18,8,100000
86,269915.1039123535,0,11263.132095336914,0,1.0,13396.024703979492,0,1.0,18,8,100000
87,246397.0184326172,0,808.0005645751953,0,1.0,11974.096298217773,0,1.0,18,8,100000
88,256368.87550354004,0,3016.948699951172,0,1.0,10155.916213989258,0,0.5070875,18,8,100000
89,243734.83657836914,0,1513.2427215576172,0,1.0,8789.0625,0,0.6059198,18,8,100000
90,252420.90225219727,0,2812.1471405029297,0,1.0,11598.11019897461,0,1.0,18,8,100000
91,292335.98709106445,16384,1019.7162628173828,0,1.0,15287.87612915039,0,1.0,18,8,100000
92,259453.29666137695,0,6059.885025024414,0,1.0,13919.11506652832,0,1.0,18,8,100000
93,267204.99992370605,0,3854.036331176758,0,1.0,9913.68293762207,0,0.7397924,18,8,100000
94,253250.8373260498,0,3715.991973876953,0,1.0,6587.028503417969,0,0.37818307,18,8,100000
95,258641.71981811523,0,27309.894561767578,0,1.0,11923.31314086914,0,0.7806366,18,8,100000
96,228528.26118469238,0,3630.1612854003906,0,1.0,7179.975509643555,0,0.6647787,18,8,100000
97,223242.99812316895,0,6210.088729858398,0,1.0,6350.994110107422,0,0.82534057,18,8,100000
98,249629.25910949707,0,2871.990203857422,0,1.0,20056.24771118164,0,0.92674696,18,8,100000
99,254940.74821472168,0,6743.907928466797,0,1.0,8630.990982055664,0,1.0,18,8,100000
0,226937.77084350586,16384,2258.777618408203,16384,1.0,13524.055480957031,0,1.0,19,8,100000
1,239182.9490661621,0,2489.805221557617,0,1.0,10605.096817016602,0,1.0,19,8,100000
2,254587.88871765137,0,4075.765609741211,0,1.0,11510.133743286133,0,1.0,19,8,100000
3,298945.9037780762,0,5104.780197143555,0,1.0,10108.232498168945,0,0.6337045,19,8,100000
4,262657.16552734375,0,4801.034927368164,0,1.0,7916.21208190918,0,0.832863,19,8,100000
5,261250.97274780273,0,8513.689041137695,0,1.0,11042.83332824707,0,0.9659895,19,8,100000
6,264409.06524658203,0,12032.032012939453,0,1.0,5847.930908203125,0,0.47376055,19,8,100000
7,238352.77557373047,16384,5267.858505249023,0,1.0,8218.050003051758,16384,0.53740656,19,8,100000
8,256309.03244018555,0,6502.866744995117,0,1.0,13041.973114013672,0,0.70960647,19,8,100000
9,271322.96562194824,0,7685.89973449707,0,1.0,6600.856781005859,0,0.6992809,19,8,100000
10,253793.00117492676,0,2305.0308227539062,0,1.0,7931.947708129883,0,0.40948877,19,8,100000
11,256749.15313720703,0,2766.132354736328,0,1.0,13859.748840332031,0,1.0,19,8,100000
12,257664.91889953613,0,38011.07406616211,0,1.0,5803.823471069336,0,0.4925439,19,8,100000
13,295980.93032836914,0,12098.073959350586,0,1.0,14092.683792114258,0,0.9405806,19,8,100000
14,272428.035736084,16384,5290.031433105469,0,1.0,6511.926651000977,0,0.56929225,19,8,100000
15,288382.05337524414,0,10222.911834716797,0,1.0,19752.979278564453,0,1.0,19,8,100000
16,257181.88285827637,0,2537.965774536133,0,1.0,12068.27163696289,0,1.0,19,8,100000
17,257901.9069671631,0,4413.843154907227,0,1.0,8618.831634521484,0,0.5749977,19,8,100000
18,265516.996383667,0,5945.920944213867,0,1.0,10940.313339233398,0,0.7633024,19,8,100000
19,291102.8861999512,0,3514.0514373779297,0,1.0,65873.1460571289,0,1.0,19,8,100000
20,297456.7413330078,0,2395.8683013916016,0,1.0,14151.09634399414,0,1.0,19,8,100000
21,276853.084564209,16384,2072.8111267089844,0,1.0,11216.163635253906,0,0.80373573,19,8,100000
22,254598.85597229004,0,2152.9197692871094,0,1.0,14262.914657592773,0,0.63807577,19,8,100000
23,255960.70289611816,0,13553.857803344727,0,1.0,11216.163635253906,0,0.88793147,19,8,100000
24,254607.6774597168,0,7575.750350952148,0,1.0,11514.663696289062,0,1.0,19,8,100000
25,290643.93043518066,0,2107.1434020996094,0,1.0,16693.115234375,0,0.4016719,19,8,100000
26,295190.09590148926,0,9541.034698486328,0,1.0,9984.970092773438,0,0.5089008,19,8,100000
27,294057.84606933594,0,5379.915237426758,0,1.0,11970.996856689453,0,1.0,19,8,100000
28,312696.6953277588,0,17547.130584716797,0,1.0,16695.97625732422,0,0.76300603,19,8,100000
29,291170.1202392578,0,3391.0274505615234,0,1.0,15789.985656738281,0,1.0,19,8,100000
30,297444.10514831543,0,3055.095672607422,0,1.0,7308.006286621094,0,1.0,19,8,100000
31,312646.86584472656,0,2177.000045776367,0,1.0,11367.7978515625,0,0.7758646,19,8,100000
32,284738.06381225586,0,34758.09097290039,0,1.0,7292.985916137695,0,0.6122205,19,8,100000
33,281563.99726867676,0,2040.1477813720703,0,1.0,10464.906692504883,0,1.0,19,8,100000
34,281646.0132598877,0,3408.193588256836,0,1.0,12311.697006225586,0,0.71046805,19,8,100000
35,294810.05668640137,0,1126.7662048339844,0,1.0,19063.234329223633,0,0.618754,19,8,100000
36,290515.1844024658,0,27994.871139526367,0,1.0,9902.9541015625,0,0.68034184,19,8,100000
37,307063.8179779053,0,5485.057830810547,0,1.0,8185.863494873047,0,0.7417774,19,8,100000
38,272151.9470214844,0,8085.966110229492,0,1.0,6180.763244628906,0,0.861692,19,8,100000
39,271656.75163269043,0,13521.909713745117,0,1.0,10982.990264892578,0,0.7779252,19,8,100000
40,274382.8296661377,0,1631.9751739501953,0,1.0,9387.016296386719,0,0.5714885,19,8,100000
41,297358.9897155762,0,8017.301559448242,0,1.0,11221.885681152344,0,1.0,19,8,100000
42,298879.86183166504,0,2175.0926971435547,0,1.0,13010.025024414062,0,0.41647038,19,8,100000
43,300506.1149597168,0,3973.9608764648438,0,1.0,11056.900024414062,0,1.0,19,8,100000
44,273968.9350128174,0,12022.018432617188,0,1.0,9421.110153198242,0,0.77368224,19,8,100000
45,274346.11320495605,0,7488.96598815918,0,1.0,18909.931182861328,0,0.82440364,19,8,100000
46,279878.1394958496,0,3898.8590240478516,0,1.0,11387.109756469727,0,0.7396544,19,8,100000
47,351069.9272155762,0,11090.04020690918,0,1.0,17837.047576904297,16384,0.9501455,19,8,100000
48,347777.1282196045,0,6280.8990478515625,0,1.0,5774.021148681641,0,0.4691395,19,8,100000
49,294763.08822631836,0,6227.970123291016,0,1.0,13208.150863647461,0,1.0,19,8,100000
50,271766.90101623535,0,2317.9054260253906,0,1.0,13633.012771606445,0,0.6381601,19,8,100000
51,271933.07876586914,0,1388.0729675292969,0,1.0,13003.110885620117,0,1.0,19,8,100000
52,272256.85119628906,0,4494.190216064453,0,1.0,21329.164505004883,0,0.66303426,19,8,100000
53,356570.9590911865,0,20070.791244506836,0,1.0,13405.084609985352,0,0.559505,19,8,100000
54,342307.09075927734,0,6818.056106567383,0,1.0,12747.764587402344,0,0.8836471,19,8,100000
55,310575.2468109131,0,2341.9857025146484,0,1.0,21134.85336303711,16384,1.0,19,8,100000
56,375891.92390441895,0,11458.158493041992,0,1.0,19997.119903564453,0,1.0,19,8,100000
57,315021.9917297363,0,4479.885101318359,0,1.0,8977.890014648438,0,0.50445575,19,8,100000
58,317511.32011413574,0,2980.2322387695312,0,1.0,15726.804733276367,0,1.0,19,8,100000
59,306747.1981048584,0,12615.91911315918,0,1.0,13963.937759399414,0,1.0,19,8,100000
60,282599.92599487305,0,1312.0174407958984,0,1.0,10713.10043334961,0,1.0,19,8,100000
61,278298.13957214355,0,9418.964385986328,0,1.0,10504.007339477539,0,0.7178053,19,8,100000
62,277868.98612976074,0,15444.040298461914,0,1.0,8031.129837036133,0,0.51335794,19,8,100000
63,305475.71182250977,0,6313.085556030273,0,1.0,14898.300170898438,0,0.64374626,19,8,100000
64,298800.9452819824,0,2693.8915252685547,0,1.0,11315.82260131836,0,0.7707572,19,8,100000
65,306317.8062438965,0,13324.975967407227,0,1.0,9896.993637084961,0,0.81303775,19,8,100000
66,275679.1114807129,0,3810.882568359375,0,1.0,16716.00341796875,0,0.89686364,19,8,100000
67,270836.83013916016,0,2662.8971099853516,0,1.0,5670.785903930664,0,1.0,19,8,100000
68,268457.17430114746,0,1332.998275756836,0,1.0,7054.09049987793,0,0.40435162,19,8,100000
69,291584.0148925781,0,7007.837295532227,0,1.0,8486.98616027832,0,0.80351114,19,8,100000
70,306980.84831237793,0,12202.024459838867,0,1.0,10568.14193725586,0,0.68664765,19,8,100000
71,297374.963760376,0,2053.976058959961,0,1.0,14187.812805175781,0,1.0,19,8,100000
72,273478.9848327637,0,3082.9906463623047,0,1.0,20922.183990478516,0,1.0,19,8,100000
73,270441.29371643066,0,5850.076675415039,0,1.0,9091.13883972168,0,0.45894006,19,8,100000
74,269461.87019348145,0,4742.145538330078,0,1.0,12649.297714233398,0,0.70981956,19,8,100000
75,294387.8173828125,0,1964.0922546386719,0,1.0,6125.926971435547,0,0.47481853,19,8,100000
76,302597.7611541748,0,2958.059310913086,0,1.0,12431.144714355469,0,0.6835413,19,8,100000
77,295989.0365600586,0,1403.0933380126953,0,1.0,9155.988693237305,0,1.0,19,8,100000
78,272660.9706878662,0,7886.171340942383,0,1.0,11974.096298217773,0,1.0,19,8,100000
79,271486.0439300537,0,7529.020309448242,0,1.0,11872.76840209961,0,1.0,19,8,100000
80,267254.114151001,0,8674.144744873047,0,1.0,13200.998306274414,0,1.0,19,8,100000
81,306796.7891693115,0,5524.873733520508,0,1.0,11343.955993652344,0,0.6626909,19,8,100000
82,298249.9599456787,0,647.7832794189453,0,1.0,8374.929428100586,0,0.5411332,19,8,100000
83,269821.4054107666,0,3372.9076385498047,0,1.0,7272.958755493164,0,0.8042989,19,8,100000
84,296139.9555206299,0,4412.174224853516,0,1.0,18452.167510986328,16384,0.7320642,19,8,100000
85,291941.16592407227,0,3147.8404998779297,0,1.0,25674.104690551758,0,0.83555347,19,8,100000
86,262727.9758453369,0,1876.8310546875,0,1.0,10043.144226074219,0,1.0,19,8,100000
87,251559.01908874512,0,5844.831466674805,0,1.0,10175.943374633789,0,0.667417,19,8,100000
88,233432.05451965332,0,6470.918655395508,0,1.0,6244.897842407227,0,1.0,19,8,100000
89,236368.89457702637,0,11574.983596801758,0,1.0,12163.877487182617,0,1.0,19,8,100000
90,233503.1032562256,0,3408.670425415039,0,1.0,9356.975555419922,0,0.75517964,19,8,100000
91,288340.09170532227,0,5665.063858032227,0,1.0,9603.023529052734,0,1.0,19,8,100000
92,258400.91705322266,0,5538.225173950195,0,1.0,6638.765335083008,0,1.0,19,8,100000
93,245703.93562316895,0,4279.136657714844,0,1.0,12203.93180847168,0,1.0,19,8,100000
94,228727.1022796631,0,9196.043014526367,0,1.0,11245.250701904297,0,0.9852421,19,8,100000
95,229754.20951843262,0,5928.03955078125,0,1.0,8508.920669555664,0,0.7209337,19,8,100000
96,228637.2184753418,0,6021.022796630859,0,1.0,11357.06901550293,0,0.67854,19,8,100000
97,218427.8964996338,0,2692.9378509521484,0,1.0,8793.830871582031,0,0.8376787,19,8,100000
98,259267.80700683594,0,4148.006439208984,0,1.0,9342.90885925293,0,1.0,19,8,100000
99,241365.90957641602,0,7046.937942504883,0,1.0,8148.908615112305,0,0.9112919,19,8,100000
0,224491.11938476562,16384,20222.902297973633,0,1.0,8576.154708862305,0,0.92052,20,8,100000
1,238924.0264892578,0,2357.006072998047,0,1.0,12641.191482543945,0,1.0,20,8,100000
2,256509.06562805176,0,6984.949111938477,0,1.0,15408.992767333984,0,1.0,20,8,100000
3,284147.0241546631,0,5023.002624511719,0,1.0,14374.971389770508,0,1.0,20,8,100000
4,259824.03755187988,0,5952.119827270508,0,1.0,13132.810592651367,16384,0.8865954,20,8,100000
5,260470.15190124512,0,20636.320114135742,0,1.0,8090.972900390625,0,0.7894331,20,8,100000
6,260338.30642700195,0,9334.802627563477,0,1.0,7217.884063720703,0,0.7450158,20,8,100000
7,238573.0743408203,16384,25931.119918823242,0,1.0,9552.240371704102,16384,0.7929314,20,8,100000
8,263193.84574890137,16384,1112.9379272460938,0,1.0,25974.035263061523,0,1.0,20,8,100000
9,271631.71768188477,0,1488.9240264892578,0,1.0,14320.135116577148,0,1.0,20,8,100000
10,256485.9390258789,0,4583.835601806641,0,1.0,12372.016906738281,0,1.0,20,8,100000
11,257647.03750610352,0,6747.961044311523,0,1.0,7708.072662353516,0,0.9831676,20,8,100000
12,260223.8655090332,0,4354.238510131836,0,1.0,9047.985076904297,0,0.85495204,20,8,100000
13,289195.7759857178,0,22687.911987304688,0,1.0,8760.929107666016,0,0.669823,20,8,100000
14,257801.05590820312,16384,6390.094757080078,0,1.0,9406.089782714844,0,0.46441397,20,8,100000
15,299880.9814453125,0,2650.737762451172,0,1.0,7908.105850219727,0,0.56626475,20,8,100000
16,263823.7476348877,0,4699.230194091797,0,1.0,8460.99853515625,0,1.0,20,8,100000
17,262789.9646759033,0,978.2314300537109,0,1.0,11080.98030090332,0,0.7684579,20,8,100000
18,258104.0859222412,0,3628.0155181884766,0,1.0,22078.990936279297,0,1.0,20,8,100000
19,293755.76972961426,0,1161.813735961914,0,1.0,8044.958114624023,0,1.0,20,8,100000
20,293411.9701385498,0,1979.1126251220703,0,1.0,12523.889541625977,0,1.0,20,8,100000
21,272259.9506378174,16384,17760.038375854492,0,1.0,12759.208679199219,0,0.87291044,20,8,100000
22,263393.1636810303,0,7222.175598144531,0,1.0,10033.130645751953,0,0.58689934,20,8,100000
23,263673.0670928955,0,2305.0308227539062,0,1.0,16045.808792114258,0,1.0,20,8,100000
24,269621.8490600586,0,11339.187622070312,0,1.0,6638.050079345703,0,0.57348174,20,8,100000
25,291300.05836486816,0,11432.886123657227,0,1.0,6200.7904052734375,0,0.61291325,20,8,100000
26,306510.92529296875,0,8086.919784545898,0,1.0,11397.838592529297,0,1.0,20,8,100000
27,304134.1304779053,0,17368.078231811523,0,1.0,4070.0435638427734,0,0.5803801,20,8,100000
28,283998.0125427246,0,10147.809982299805,0,1.0,9000.778198242188,0,0.729129,20,8,100000
29,298112.8692626953,0,3347.8736877441406,0,1.0,9353.876113891602,0,0.84860754,20,8,100000
30,300319.9100494385,0,8700.132369995117,0,1.0,12648.820877075195,0,0.46842113,20,8,100000
31,298019.1707611084,0,1266.9563293457031,0,1.0,6664.99137878418,0,0.6146278,20,8,100000
32,275459.28955078125,0,11021.137237548828,0,1.0,9001.970291137695,0,0.7904647,20,8,100000
33,271083.11653137207,0,3717.8993225097656,0,1.0,11625.051498413086,0,0.5019517,20,8,100000
34,272212.02850341797,0,3335.9527587890625,0,1.0,11803.150177001953,0,1.0,20,8,100000
35,301618.0992126465,0,7438.182830810547,0,1.0,10195.97053527832,0,0.5366254,20,8,100000
36,300753.8318634033,0,5419.96955871582,0,1.0,13854.98046875,0,0.8278303,20,8,100000
37,309430.8376312256,0,1014.9478912353516,0,1.0,13140.91682434082,0,0.5651359,20,8,100000
38,280309.91554260254,0,4879.236221313477,0,1.0,8667.230606079102,0,0.9310181,20,8,100000
39,275542.0207977295,0,5199.909210205078,0,1.0,9857.892990112305,0,0.77240956,20,8,100000
40,278683.9008331299,0,3610.849380493164,0,1.0,12421.131134033203,0,0.96590286,20,8,100000
41,300637.96043395996,0,14394.283294677734,0,1.0,16168.11752319336,0,0.86184984,20,8,100000
42,302968.02520751953,0,6525.993347167969,0,1.0,13089.179992675781,0,1.0,20,8,100000
43,313124.1798400879,0,5310.05859375,0,1.0,11815.309524536133,0,0.9199068,20,8,100000
44,273985.1474761963,0,10202.169418334961,0,1.0,7478.952407836914,0,0.93668115,20,8,100000
45,274895.90644836426,0,4208.803176879883,0,1.0,7651.090621948242,0,1.0,20,8,100000
46,279314.2795562744,0,1506.805419921875,0,1.0,15170.097351074219,0,0.4090801,20,8,100000
47,311537.9810333252,0,7482.051849365234,0,1.0,10684.967041015625,0,0.9325279,20,8,100000
