build_time,avg_bf_time,avg_bf_memory,avg_kd_time,avg_kd_memory,avg_kd_accuracy,avg_bbf_time,avg_bbf_memory,avg_bbf_accuracy,file_id,dimensions,num_points
0.22010278701782227,233376.6269683838,-8519.68,5944.206714630127,0.0,1.0,9632.751941680908,655.36,0.8167804,1,8,100000
0.22871088981628418,254712.97979354858,819.2,5684.785842895508,0.0,1.0,10608.336925506592,983.04,0.8188846,2,8,100000
0.21758413314819336,253424.24154281616,1146.88,5923.910140991211,0.0,1.0,9987.413883209229,163.84,0.7938921,3,8,100000
0.23999691009521484,253974.99084472656,1146.88,7088.286876678467,327.68,1.0,10738.935470581055,655.36,0.8030571,4,8,100000
0.22429490089416504,253666.62502288818,983.04,7128.660678863525,0.0,1.0,9914.400577545166,1310.72,0.800867,5,8,100000
0.22293663024902344,253794.30055618286,983.04,6937.7899169921875,163.84,1.0,10720.272064208984,655.36,0.8007821,6,8,100000
0.22313499450683594,261534.17348861694,1146.88,5788.071155548096,0.0,1.0,10163.819789886475,655.36,0.8156811,7,8,100000
0.22289299964904785,259802.94466018677,1146.88,5744.450092315674,491.52,1.0,10113.978385925293,1474.56,0.7730159,8,8,100000
0.22402572631835938,260508.930683136,1146.88,7178.926467895508,0.0,1.0,9828.667640686035,983.04,0.7962916,9,8,100000
0.22547602653503418,275795.1617240906,1310.72,6398.482322692871,0.0,1.0,11012.7592086792,1638.4,0.80621827,10,8,100000
0.21983695030212402,292515.9955024719,-2785.28,8087.959289550781,-327.68,1.0,11557.629108428955,655.36,0.7957192,11,8,100000
0.24817705154418945,282231.4786911011,983.04,6996.715068817139,0.0,1.0,11694.176197052002,491.52,0.8254854,12,8,100000
0.24331378936767578,279155.8885574341,819.2,7137.389183044434,0.0,1.0,10963.377952575684,655.36,0.79072976,13,8,100000
0.21979427337646484,277096.3406562805,655.36,7812.2735023498535,327.68,1.0,10412.986278533936,163.84,0.7914214,14,8,100000
0.21956682205200195,275529.69694137573,819.2,6955.564022064209,163.84,1.0,11636.795997619629,655.36,0.836419,15,8,100000
0.22857189178466797,283313.53425979614,819.2,7094.63357925415,0.0,1.0,11826.982498168945,327.68,0.8028456,16,8,100000
0.22371602058410645,276928.6894798279,1146.88,7291.562557220459,327.68,1.0,11171.281337738037,819.2,0.7854607,17,8,100000
0.2276611328125,281786.4751815796,983.04,6780.056953430176,163.84,1.0,11264.617443084717,655.36,0.780271,18,8,100000
0.22362923622131348,279788.4225845337,655.36,6634.4499588012695,163.84,1.0,12159.70516204834,655.36,0.80088186,19,8,100000
0.2251138687133789,281167.53101348877,983.04,7072.0648765563965,0.0,1.0,11837.842464447021,491.52,0.808239,20,8,100000
0.226654052734375,284649.5795249939,1146.88,6454.946994781494,0.0,1.0,11435.179710388184,491.52,0.7956485,21,8,100000
0.2541999816894531,287223.3557701111,983.04,6824.4123458862305,0.0,1.0,12116.34635925293,327.68,0.8339212,22,8,100000
0.22272920608520508,288819.0960884094,819.2,6710.29806137085,163.84,1.0,11719.24352645874,819.2,0.81594604,23,8,100000
0.22387194633483887,283268.8879966736,983.04,7247.598171234131,0.0,1.0,11400.270462036133,655.36,0.8287933,24,8,100000
0.22048401832580566,284210.3624343872,1310.72,7221.004962921143,163.84,1.0,10991.971492767334,491.52,0.8209877,25,8,100000
0.22066092491149902,286666.2645339966,1310.72,7559.55696105957,491.52,1.0,11326.029300689697,327.68,0.77495855,26,8,100000
0.23867487907409668,285017.42362976074,1310.72,5949.656963348389,163.84,1.0,11822.257041931152,491.52,0.8345347,27,8,100000
0.22485828399658203,289894.0181732178,819.2,6141.71028137207,0.0,1.0,11709.45405960083,655.36,0.8050518,28,8,100000
0.2270650863647461,288929.5959472656,983.04,6921.937465667725,0.0,1.0,12152.400016784668,327.68,0.83373225,29,8,100000
0.23978805541992188,286045.91608047485,1146.88,7650.697231292725,0.0,1.0,11318.273544311523,327.68,0.79743063,30,8,100000
0.23076915740966797,289127.2282600403,819.2,7092.678546905518,163.84,1.0,12575.09708404541,327.68,0.80706465,31,8,100000
0.22423100471496582,294301.18799209595,819.2,7627.091407775879,0.0,1.0,11310.834884643555,655.36,0.7795047,32,8,100000
0.2230379581451416,285070.0330734253,655.36,5882.992744445801,0.0,1.0,11554.033756256104,1146.88,0.8109882,33,8,100000
0.22543931007385254,291803.7247657776,983.04,7858.6554527282715,0.0,1.0,11420.450210571289,327.68,0.78113765,34,8,100000
0.22117400169372559,290738.30366134644,819.2,7437.343597412109,0.0,1.0,11771.650314331055,655.36,0.79945785,35,8,100000
0.22163987159729004,295626.95026397705,655.36,6937.880516052246,327.68,1.0,11386.356353759766,0.0,0.8002409,36,8,100000
0.23301219940185547,295325.2959251404,983.04,7292.783260345459,0.0,1.0,11268.939971923828,0.0,0.8093145,37,8,100000
0.2376089096069336,292961.54975891113,819.2,6831.1333656311035,0.0,1.0,11866.43362045288,491.52,0.80446213,38,8,100000
0.23583984375,294091.73011779785,1146.88,6630.387306213379,0.0,1.0,11842.186450958252,491.52,0.78542334,39,8,100000
0.23197174072265625,294512.1693611145,655.36,7732.911109924316,163.84,1.0,12284.061908721924,655.36,0.77743036,40,8,100000
