build_time,avg_bf_time,avg_bf_memory,avg_kd_time,avg_kd_memory,avg_kd_accuracy,avg_bbf_time,avg_bbf_memory,avg_bbf_accuracy,file_id,dimensions,num_points
0.22010278701782227,233376.6269683838,-8519.68,5944.206714630127,0.0,1.0,9632.751941680908,655.36,0.8167804,1,8,100000
0.22871088981628418,254712.97979354858,819.2,5684.785842895508,0.0,1.0,10608.336925506592,983.04,0.8188846,2,8,100000
0.21758413314819336,253424.24154281616,1146.88,5923.910140991211,0.0,1.0,9987.413883209229,163.84,0.7938921,3,8,100000
0.23999691009521484,253974.99084472656,1146.88,7088.286876678467,327.68,1.0,10738.935470581055,655.36,0.8030571,4,8,100000
0.22429490089416504,253666.62502288818,983.04,7128.660678863525,0.0,1.0,9914.400577545166,1310.72,0.800867,5,8,100000
0.22293663024902344,253794.30055618286,983.04,6937.7899169921875,163.84,1.0,10720.272064208984,655.36,0.8007821,6,8,100000
0.22313499450683594,261534.17348861694,1146.88,5788.071155548096,0.0,1.0,10163.819789886475,655.36,0.8156811,7,8,100000
0.22289299964904785,259802.94466018677,1146.88,5744.450092315674,491.52,1.0,10113.978385925293,1474.56,0.7730159,8,8,100000
0.22402572631835938,260508.930683136,1146.88,7178.926467895508,0.0,1.0,9828.667640686035,983.04,0.7962916,9,8,100000
0.22547602653503418,275795.1617240906,1310.72,6398.482322692871,0.0,1.0,11012.7592086792,1638.4,0.80621827,10,8,100000
